,,,,,,,,,,,,,,,
,Tower of Conquest,+50 CR in Helliquary Raids,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,When farming in an Accursed Tower you need to take note of what colored zone you are traversing. ,,,,,,,,,,,,,,
,"Not only are areas of the map the usual plain brown, but there are also times that the zone they are entering changes in color in the mini-map.",,,,,,,,,,,,,,
,Orange zones should be prioritized as they provide twice the buffs in terms of both time boosts and Cursed Shards. ,,,,,,,,,,,,,,
,Players who find themselves in these zones should kill mobs as much as possible since even trash enemies can drop much better drops.,,,,,,,,,,,,,,
,"While players shouldn’t prolong their stay in these areas, they are worth checking out especially if more mobs than usual end up flocking to this location.",,,,,,,,,,,,,,
,"When players find a Curse Source before the timer runs out, they should consider waiting until the last few seconds before triggering it.",,,,,,,,,,,,,,
,"That way, they get a few more precious seconds instead of just “overlapping” their existing time inside the Accursed Tower. ",,,,,,,,,,,,,,
,"Theoretically, “overextending” can help players explore the map further and identify other Curse Sources",,,,,,,,,,,,,,
,"before triggering them, allowing them to know in advance where to go and worry less about not finding Curse Sources in time.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Elder Rifts,,,,,,,,,,,,,,
,"Elder rifts are a normalized game mode - the monster difficulty scales with yours, so they are always consistent (and easily clearable)",,,,,,,,,,,,,,
,you can play solo or in a group - playing with others can earn you bonus fading embers / runes which you can trade at the fading ember trader,,,,,,,,,,,,,,
,elder rifts are one of the few sources for legendary gems and crafting materials for legendary gems,,,,,,,,,,,,,,
,maximum is 280 fading ember (+120 group bonus) per week - that is 28 runs,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Rare Crests / Legendary Crests,,,,,,,,,,,,,,
,you can use up to 3 (or 10) rare crests for your elder rift run. every rare crest put in will earn you 1 extra fading ember and 4 Telluric Fragment and a 5% chance to drop a 1 star legendary gem,,,,,,,,,,,,,,
,you can put in up to 10 legendary crests for your elder rift run that will earn you 1 legendary gem + 1 Telluric Fragment per crest,,,,,,,,,,,,,,
,only unbound legendary crests (purple) can get you unbound legendary gems that you can sell on the marketplace,,,,,,,,,,,,,,
,gems that drop from bound legendary crests (orange)  are not sellable,,,,,,,,,,,,,,
,"a legendary crest will give you 2,9984 Gem Power (on average). more details on probabilities and drop chances can be found below",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Rare Crest Sources,,amount,Intervall,price,currency,,,,,,,,,
,HILTS Vendor,,14,weekly,200,HILT,,,,,,,,,
,HILTS Vendor (time limited offer),,0-10,weekly,200,HILT,,,,,,,,,
,Login Reward,,1,weekly,free,free,,,,,,,,,
,Elder Rift Entrance,,7,weekly,free,free,,,,,,,,,
,Occasionally limited time events,,10-20,monthly,free,free,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Legendary Crest Sources,,amount,Intervall,price,currency,,,,,,,,,
,HILTS Vendor,,1,monthly,1600,HILT,,,,,,,,,
,Emblem Vendor (Warband),,1,weekly,1600,platinum,,,,,,,,,
,Emblem Vendor,,1,weekly,1600,platinum,,,,,,,,,
,Apprentice Jeweler,,1,weekly,,Tell.Fragm.,,,,,,,,,
,Shadow War / Kion,,1,weekly,free,free,,,,,,,,,
,Occasionally limited time events,,4,monthly,free,free,,,,,,,,,
,,,,,,,,,,,,,,,
,Elder Rift Rewards,,,,,,,,,,,,,,
,if you dont put any rift enhancing crests in at the beginning you only get 8 fading ember per run.,,,,,,,,,,,,,,
,you get 1 extra fading ember per crest used (also from other players in your group) - maximum is 120 bonus fading ember per week,,,,,,,,,,,,,,
,the pity timer for legendary crests is 50 (after 50 crests you get a guaranteed 5 star gem. bound and unbound have separate pity timers,,,,,,,,,,,,,,
,if Daedessas Blessing is active (as an immortal or shadow) you can get 3 aspirants keys for completing 3rifts,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Legendary Gems Drop Rate,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Gem,Crest Drop Rate,,,,,,,,,,,,,
,,Rare,Legendary,,,,,,,,,,,,
,1-Star,"5,00%","75,40%",,,,,,,,,,,,
,2-Star,/,"20,10%",,,,,,,,,,,,
,2/5-Star,/,"3,375%",,,,,,,,,,,,
,3/5-Star,/,"0,90%",,,,,,,,,,,,
,4/5-Star,/,"0,18%",,,,,,,,,,,,
,5/5-Star,/,"0,045%",,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Rift Modifiers,,,,,,,,,,,,,,
,for every rare crest that players put in 1 rift modifier is randomly applied,,,,,,,,,,,,,,
,for every legendary crest that players put in 2 rift modifiers are randomly applied (can be positive or negative),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Challenge Rifts,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Gameplay and Objectives:,,,,,,,,,,,,,,
,"Solo Progression: Challenge Rifts are designed as a solo experience, testing your individual character build, skill, and gear against increasingly difficult waves of enemies and challenging boss encounters.",,,,,,,,,,,,,,
,"Sequential Levels: Challenge Rifts consist of a series of numbered levels, starting from Level 1 and progressively increasing in difficulty.",,,,,,,,,,,,,,
,Time Limit: Each level of a Challenge Rift has a specific time limit that you must beat to advance to the next level and earn the associated rewards.,,,,,,,,,,,,,,
,Personal Best: The game tracks your personal best Challenge Rift level cleared.,,,,,,,,,,,,,,
,"First-Time Clear Rewards: For the first time you successfully clear a new Challenge Rift level, you receive a set of valuable rewards, mainly HILTS",,,,,,,,,,,,,,
,Leaderboards: Challenge Rifts feature leaderboards that rank players based on their highest cleared level. This adds a competitive element for those who strive to be among the top performers.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Challenge Rift Strategy,,,,,,,,,,,,,,
,put on your highest CR equipment as this stat matters the most here,,,,,,,,,,,,,,
,if the monster cr is higher than yours you get a red warning sign at the beginning of the rift,,,,,,,,,,,,,,
,it is possible to clear rifts with ~500 cr under the monster difficulty but it takes much longer and might not be worth the time,,,,,,,,,,,,,,
,try to use the pylons  to your advantage (e.g. when you can save it for the rift guardian or when there are multiple elites following you),,,,,,,,,,,,,,
,sometimes it is better to not engage with a yellow elite as they only drop 4 portal globes and are much harder to kill than blue elites (which drop 3),,,,,,,,,,,,,,
,"you can use 2 different loadouts (1 with AoE skills for the mobs, 1 with high single-target DPS for the Boss) - switch before the Endboss",,,,,,,,,,,,,,
,another trick is to let some mobs near the entry live and when you are close to facing the boss die on purpose to,,,,,,,,,,,,,,
,"let yourself re-summon at the entrance, then kill of the mobs to face the boss near the entrance so you can use your re-spawn at the entry if you die to the boss",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Success Factors,,,,,,,,,,,,,,
,monster type - ranged monsters are a lot harder to kill than packs of melee fighters,,,,,,,,,,,,,,
,dungeon type - narrow dungeons are harder because you can get trapped easily,,,,,,,,,,,,,,
,rift guardian - some guardians are a lot tougher ro beat because they spawn a lot of extra attackers,,,,,,,,,,,,,,
,"build - choose your skills wisely. movement skills are important to escape, AOE Skills are good to hit tight packs,  skills that slow enemies or apply DOT (damage over time)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Rewards,,,,,,,,,,,,,,
,completing challenge rifts serves 2 purposes:,,,,,,,,,,,,,,
,getting crystals to upgrade your secondary gear,,,,,,,,,,,,,,
,getting 100-800 hilts as a reward for placing in the leaderboard at the end of the week,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Terror Rifts,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Core Gameplay:,,,,,,,,,,,,,,
,"Players enter a temporary, localized area within a designated zone of Sanctuary through a Terror Portal. Inside, the primary gameplay loop involves defeating challenging monsters to collect Stygian Fragments.",,,,,,,,,,,,,,
,These fragments are then used to activate Stygian Spires scattered throughout the area. Activating a spire immediately summons a powerful boss that players must defeat to earn a reward chest.,,,,,,,,,,,,,,
,The goal is to efficiently farm fragments and activate up to four spires and defeat their corresponding bosses within the limited duration of the Terror Rift instance.,,,,,,,,,,,,,,
,Key Features and Mechanics:,,,,,,,,,,,,,,
,"Always Available, Single Zone: Terror Rifts are no longer time-gated and appear in one random zone across Sanctuary at any given time. The active zone is indicated on the world map.",,,,,,,,,,,,,,
,Terror Portals: These portals spawn periodically within the active zone and serve as the entry point to a Terror Rift instance.,,,,,,,,,,,,,,
,Stygian Fragments: These are the primary currency earned by defeating monsters within a Terror Rift instance. They are required to activate Stygian Spires.,,,,,,,,,,,,,,
,Stygian Spires: Interactable objects within the Terror Rift instance. Activating them consumes Stygian Fragments (increasing cost per activation) and immediately summons a boss.,,,,,,,,,,,,,,
,Boss Encounters: Each activated spire summons a boss that players must defeat.,,,,,,,,,,,,,,
,Limited Instance Duration: Each Terror Rift instance lasts for a limited time (approximately 13 minutes). Players must complete their activities within this timeframe.,,,,,,,,,,,,,,
,"Solo or Party Play: Players can participate in Terror Rifts solo or in parties. Fragment collection and spire activation are generally individual efforts, though parties of 4 can have the benefit of collecting normal gems along the way",,,,,,,,,,,,,,
,Rewards:,,,,,,,,,,,,,,
,Reward Chests: Defeating a boss summoned by a Stygian Spire grants a reward chest. Players can earn up to four chests per Terror Rift instance.,,,,,,,,,,,,,,
,"Eternal Equipment: These chests have a chance to contain Eternal Equipment, a powerful gear type with three primary attributes and four magic affixes. This is the primary incentive for participating in Terror Rifts.",,,,,,,,,,,,,,
,"Terror Essence: Defeating bosses and completing Terror Rifts also rewards Terror Essence, a currency used to interact with Oblivion Pillars/Helliquary Bounties for additional rewards, including more Eternal Equipment.",,,,,,,,,,,,,,
,Weekly Reward Limit: Players can earn a maximum of 10 Terror Rift reward chests per week.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Oblivion Pillars,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Core Gameplay:,,,,,,,,,,,,,,
,Oblivion Pillars are an endgame activity in Diablo Immortal that become accessible after participating in Terror Rifts and accumulating Terror Essence. ,,,,,,,,,,,,,,
,Players interact with these pillars to initiate challenging combat encounters against waves of powerful enemies and a final boss within a confined area. ,,,,,,,,,,,,,,
,Key Features and Mechanics:,,,,,,,,,,,,,,
,"Terror Essence Cost: Interacting with an Oblivion Pillar requires using 1 Terror Essence, which is primarily obtained by completing Terror Rifts",,,,,,,,,,,,,,
,"Instanced Encounters: Activating an Oblivion Pillar transports the player (and their party, if applicable) to a private, instanced area.",,,,,,,,,,,,,,
,"Wave-Based Combat: Within the instance, players face multiple waves of increasingly challenging monsters. These waves often include a mix of standard enemies, elites with affixes, and potentially unique enemy types.",,,,,,,,,,,,,,
,"Final Boss Encounter: After successfully clearing all the waves, a powerful final boss will spawn. This boss typically has unique mechanics and abilities that players need to learn and counter.",,,,,,,,,,,,,,
,"Limited Attempts: If you run 50(?) Oblivion Pillars in a week, the difficulty of the mob & boss encounter rises significantly",,,,,,,,,,,,,,
,Rewards:,,,,,,,,,,,,,,
,Eternal Equipment: The primary reward for successfully completing an Oblivion Pillar encounter is the chance of dropping a piece of Eternal Equipment.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Hellslayer Bounty,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Core Gameplay:,,,,,,,,,,,,,,
,"Hellslayer Bounties offer players a more efficient way to complete their daily Bounties. By spending Terror Essence, earned from participating in Terror Rifts, players can condense four regular Bounties",,,,,,,,,,,,,,
," into a single, more challenging Hellslayer Bounty. Completing this single bounty provides rewards equivalent to or greater than completing four individual Bounties, often with the chance of obtaining valuable Eternal Equipment.",,,,,,,,,,,,,,
,Key Features and Mechanics:,,,,,,,,,,,,,,
,Consumes Terror Essence: Activating a Hellslayer Bounty requires spending Terror Essence. The exact cost might vary but is typically one Terror Essence to convert four regular Bounties.,,,,,,,,,,,,,,
,"Replaces Four Regular Bounties: Upon activation, a Hellslayer Bounty replaces four of your available regular Bounty slots for the day. It counts as completing four Bounties for daily and Battle Pass progression.",,,,,,,,,,,,,,
,"Faster Completion (Potentially): While more challenging, a single Hellslayer Bounty can often be completed faster than traveling to and completing four separate regular Bounties.",,,,,,,,,,,,,,
,"Access through Bounty Board: Players can access the option to convert regular Bounties into a Hellslayer Bounty at the Bounty Board in Westmarch. There is a button to ""Upgrade"" Bounties using Terror Essence.",,,,,,,,,,,,,,
,Daily Availability: The number of Hellslayer Bounties a player can do per day is limited by their Terror Essence availability and the number of regular Bounties they are willing to convert.,,,,,,,,,,,,,,
,Rewards:,,,,,,,,,,,,,,
,"Equivalent to Four Regular Bounties: Players receive the standard rewards for completing four regular Bounties (Gold, Experience, Battle Pass Points).",,,,,,,,,,,,,,
,Chance for Eternal Equipment: A significant advantage of Hellslayer Bounties is the chance to receive Eternal Equipment upon completion. This is the same powerful gear type with triple primary attributes ,,,,,,,,,,,,,,
,and four magic affixes that can also be obtained from Oblivion Pillars. The drop rate might vary.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Vanguard,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Core Gameplay:,,,,,,,,,,,,,,
,Vanguard is a cooperative PvE game mode designed for four players. You access it through a portal in Deckard Cain's Workshop (unlocked at Hell I difficulty),,,,,,,,,,,,,,
,"Like Helliquary Raids, Vanguard is available twice a week (Mon / Thu). The first 5 completions after the weekly resets get you the maximum rewards",,,,,,,,,,,,,,
,Key Features and Mechanics:,,,,,,,,,,,,,,
,"Vanguard Charms: This is a unique mechanic of the Vanguard mode. By participating, you earn Vanguard Charms. These charms provide powerful temporary buffs to your party within the Vanguard instance.",,,,,,,,,,,,,,
,"There are four categories of Vanguard skills (Might, Defense, Heal, Bane), with two skills in each.",,,,,,,,,,,,,,
,You start with basic versions of these skills.,,,,,,,,,,,,,,
,"By successfully completing Vanguard runs, you earn experience to upgrade your Vanguard skills, making them more potent for future runs. These upgrades are persistent.",,,,,,,,,,,,,,
,Vanguard skills include:,,,,,,,,,,,,,,
,Might: Increasing Critical Hit Chance or adding piercing attacks to primary attacks.,,,,,,,,,,,,,,
,Defense: Granting shields or selflessly taking damage for allies.,,,,,,,,,,,,,,
,Heal: Conjuring healing fields or tracking orbs.,,,,,,,,,,,,,,
,Bane: Dealing area damage and reducing enemy attack/movement speed or increasing damage enemies take.,,,,,,,,,,,,,,
,"Difficulty Levels: Vanguard has multiple difficulty levels (likely Normal, Hell, and potentially higher ""Elite"" tiers). Higher difficulties feature tougher enemies, bosses with more mechanics, ",,,,,,,,,,,,,,
,and may require higher-level Vanguard Charms to succeed.,,,,,,,,,,,,,,
,Leaderboard: There is a leaderboard for Vanguard Elite Clears,,,,,,,,,,,,,,
,"Helliquary Affixes: Completing Vanguard runs on higher difficulty tiers can reward you with special Helliquary Affixes. These affixes, once acquired, can be used anywhere in Sanctuary and ",,,,,,,,,,,,,,
,"enhance your Primary Attacks in unique ways (e.g., triggering boss skills on primary attacks).",,,,,,,,,,,,,,
,Rewards:,,,,,,,,,,,,,,
,"Vanguard Charms: As mentioned, these are earned through participation and are essential for progressing in the mode.",,,,,,,,,,,,,,
,Equipment: You receive standard equipment drops (including a chance for set items and Legendary items) for defeating enemies and bosses within Vanguard. ,,,,,,,,,,,,,,
,Helliquary Affixes: These powerful account-wide bonuses are a significant incentive for tackling higher Vanguard difficulties.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Helliquary Raid,,,,,,,,,,,,,,
,Helliquary Raids are challenging boss encounters that can be undertaken solo or cooperatively with a raid party of up to eight players. ,,,,,,,,,,,,,,
,"The difficulty (HP of the Boss) scales (more players = more HP), and the rewards adjust based on the number of participants, emphasizing both individual skill and group coordination.",,,,,,,,,,,,,,
,Key Features and Mechanics:,,,,,,,,,,,,,,
,"Boss-Specific Mechanics: Each Helliquary boss has its own set of unique attacks, phases, and environmental hazards. Understanding these mechanics is crucial for survival and dealing effective damage.",,,,,,,,,,,,,,
,Weekly Reset: Rewards for defeating each Helliquary boss are typically limited to twice per week per difficulty level. ,,,,,,,,,,,,,,
,"Difficulty Scaling: Helliquary bosses become progressively more challenging in higher difficulties, requiring higher Combat Rating and better coordination.",,,,,,,,,,,,,,
,"Helliquary Progression Link: Defeating Helliquary bosses is essential for progressing your Helliquary, a system that unlocks permanent stat bonuses and powerful Demonic Remains to further enhance your character.",,,,,,,,,,,,,,
,Unlock Difficulties: Defeating the last Helliquary Boss of each difficulty unlocks the next higher difficulty (together with reaching the required Paragon Level),,,,,,,,,,,,,,
,Rewards:,,,,,,,,,,,,,,
,Twice a week: Players can typically receive rewards for defeating each Helliquary boss 5 times twice per week (resetting on Mondays and Thursdays).,,,,,,,,,,,,,,
,"The first completion of a Helliquary Raid grants a Bonus EXP Reward of 2.000.000 which is not subject to the EXP Penalty, so it is often used if you want to push Paragon Levels before a new difficulty",,,,,,,,,,,,,,
,Voucher: If you do the Raids with your Warband you get a Voucher for an Eternal legendary Crest (1xweek) - you still have to buy it for 1600 HILT though,,,,,,,,,,,,,,
,"Scoria/Voidblood Slag: Defeating Helliquary bosses is a primary source of Scoria (for Normal/Hell difficulties) and Voidblood Slag (for Inferno difficulties). These materials are used to upgrade your Helliquary.
Demonic Remains: Each Helliquary boss drops specific Demonic Remains. These unique items can be slotted into your upgraded Helliquary to grant significant and often build-defining passive bonuses.",,,,,,,,,,,,,,
,Key Strategies:,,,,,,,,,,,,,,
,"Know the Boss Mechanics: Before engaging a new Helliquary boss, research its abilities and phases through guides or by observing experienced players. Understanding what to expect is paramount.",,,,,,,,,,,,,,
,Strategic Positioning: Proper positioning is required to avoid deadly boss attacks and maximize damage output. Spread out to avoid area-of-effect damage or stack in specific locations for buffs or healing,,,,,,,,,,,,,,
,High DPS: Bring your highest DPS build or Support build for your damage dealers,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Helliquary Gauntlet,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Core Gameplay:,,,,,,,,,,,,,,
,The Helliquary Gauntlet is a game mode in Diablo Immortal that allows players to test their speed and skill against a sequence of Helliquary bosses.,,,,,,,,,,,,,,
,"Success in the Gauntlet often rewards players with a spot on server-wide leaderboards, offering prestige and small rewards",,,,,,,,,,,,,,
,"The Gauntlet involves facing a fixed order of Helliquary bosses. The faster you can defeat each boss, the better your overall time. Efficiency in combat and understanding boss mechanics are crucial.",,,,,,,,,,,,,,
,Key Features and Mechanics:,,,,,,,,,,,,,,
,Time-Based Challenge: The primary objective is to defeat a predetermined sequence of Helliquary bosses as quickly as possible. Your final clear time determines your ranking on the leaderboards.,,,,,,,,,,,,,,
,"Solo or Group: Unlike Helliquary Raids, the difficulty (HP) of the bosses does not scales with the number of participants, so it is significantly harder to clear them solo or in small groups.",,,,,,,,,,,,,,
,Server Leaderboards: A central feature of the Helliquary Gauntlet is the competitive aspect introduced by server-wide leaderboards. ,,,,,,,,,,,,,,
,"Repeatable for Leaderboard Ranking: While the most substantial gear rewards for the first clear of each Gauntlet tier, players can run the Gauntlet repeatedly to improve their clear times and achieve a higher ranking ",,,,,,,,,,,,,,
,on the server leaderboards. Subsequent clears might offer lesser rewards like crafting materials or gold.,,,,,,,,,,,,,,
,"Seasonal Nature: The Helliquary Gauntlet has a seasonal aspect, with leaderboards resetting and new tiers or boss sequences being introduced with major game updates.",,,,,,,,,,,,,,
,Rewards:,,,,,,,,,,,,,,
,First-Clear Rewards: Completing a tier of the Helliquary Gauntlet for the first time grants significant rewards (2 triple stat Set Items + 2 triple Stat Primary Gear Pieces) as well as Demonic Remains and 2.000.000 EXP,,,,,,,,,,,,,,
,which is not subject to the EXP Penalty and is often used when pushing Paragon Levels (do Gauntlet last when pushing to get your triple stats items already with the new difficulty stats),,,,,,,,,,,,,,
,"Cosmetic Rewards: In the past, achieving certain milestones or first clears in the Helliquary Gauntlet has also awarded unique cosmetic items, such as weapon or armor skins, providing a visual indicator of your accomplishment. ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Purge the Depths,,,,,,,,,,,,,,
,This is a Warband activity focused on delving into a dangerous dungeon to get Remnant Sets for your Warband Roles,,,,,,,,,,,,,,
,Gameplay and Objectives:,,,,,,,,,,,,,,
,"Solo or Party: Similar to Defense of Cyrangar, Purge the Depths is designed for cooperative play with up to eight players. ",,,,,,,,,,,,,,
,"Sequential Dungeon Levels: The activity involves progressing through multiple levels of a procedurally generated dungeon. Each level presents a variety of challenges, including different enemy types, environmental hazards, and traps.",,,,,,,,,,,,,,
,Opening Chests: Open all Chests in the Dungeons to get the maximum amount of Remnants to have the biggest chance of getting a good set,,,,,,,,,,,,,,
,Final Boss Encounter: The culmination of Purge the Depths is a final boss fight at the deepest level of the dungeon. Defeating this boss is necessary to successfully complete the run and earn the maximum rewards. ,,,,,,,,,,,,,,
,Rewards:,,,,,,,,,,,,,,
,"Remnant Sets: The only reason why you should run Purge the Depths. Once you have a good Protector and Attacker Set, there is not much reasons to run this mode anymore",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Normal / Endless Defense of Cyrangar,,,,,,,,,,,,,,
,"This is a recurring PvE (Player vs. Environment) activity centered around protecting the ancestral home of the Immortals, Cyrangar, from waves of demonic invaders.",,,,,,,,,,,,,,
,"The normal mode can be done once a week, the endless mode can be done anytime.",,,,,,,,,,,,,,
,The normal mode has a fixed set of waves. The endless mode is...endless,,,,,,,,,,,,,,
,Gameplay and Objectives:,,,,,,,,,,,,,,
,"Cooperative Gameplay (Up to 8 Players): you can play solo or in a group with up to 8 players. the monster difficulty scales, e.g. they have less HP if you are fewer players",,,,,,,,,,,,,,
,"Wave-Based Defense: The core gameplay involves surviving multiple waves of increasingly powerful demons that attack Cyrangar. Each wave will have a specific composition of enemy types, including standard monsters, ",,,,,,,,,,,,,,
,"Elites with affixes, and potentially even mini-bosses.",,,,,,,,,,,,,,
,"Protecting Cyrangar: The central objective is to prevent the attacking demons from overwhelming Cyrangar. There's a health bar that represents Cyrangar's integrity. If it depletes, the defense fails.",,,,,,,,,,,,,,
,"Increasing Difficulty: As you progress through the waves, the number of enemies, their health and damage, and the complexity of their abilities will increase. (Endless Defense)",,,,,,,,,,,,,,
,"Final Boss Wave (Normal Defense): Typically, the event culminates in a final, more powerful boss enemy that you and your team must defeat to successfully complete the Defense of Cyrangar.",,,,,,,,,,,,,,
,Rewards:,,,,,,,,,,,,,,
,"Cyrangar Chests: Based on your Points, you get rewarded with a chest that can include Legendary items. This is the only reason to run this mode, because the item from this chest drops with the Difficulty level you are in",,,,,,,,,,,,,,
,"So if you reach a new difficulty and you have saved up a lot of these chests, there is a high chance that you can get some Legendary items with the new Paragon Level immediately",,,,,,,,,,,,,,
,Simultaneously this is also useful if new essences come out or a new class is introduced,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,The Assembly,,,,,,,,,,,,,,
,The Assembly is an activity exclusively for Members of Shadow Clans,,,,,,,,,,,,,,
,Fixed time: It takes place Mon-Sat between 12:00-14:00 and 19:00-21:00. You have to collect all 4 blessings from other shadows. The blessings change every 2 minutes,,,,,,,,,,,,,,
,Get the Blessing: If you move around shortly before the next blessing activates there is a higher chance of you being selected as donor of the blessing,,,,,,,,,,,,,,
,Donate: As a selected donor if you manage to donate 4 blessings to other shadows you will receive a random equipment piece (chance of getting a legendary),,,,,,,,,,,,,,
,"Rewards: The Assemly rewards you with a lot of EXP, Shadow Marks and 12 Aspirant Keys",,,,,,,,,,,,,,
,"Saving EXP: If you exit the Assembly without claiming the Rewards you will get them in your Inbox, which is a common strategy for saving EXP for Paragon pushes",,,,,,,,,,,,,,
,"Critical Hit Buff: If you go to the Assembly and get all 4 blessings, you get a chance of +10% Critical Hit Damage for 30min. this only works if all 4 member of your group have gotten their 4 blessings.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Shadow Contracts,,,,,,,,,,,,,,
,You can either run contracts solo as a sort of quest / task or you can choose to run a contract within a dungeon (solo or in a group) with a short extra task before and during the normal dungeon run,,,,,,,,,,,,,,
,Best way to do contracts is to let your Familiar do them for you. (use this option at Nisza in Westmarch),,,,,,,,,,,,,,
,Contracts are available twice a week (6 in total),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,Solo Contracts,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,contract,zone,Mission,,,duration,,,,,,,,,
,clarity's bane,Bilefen,"1. gather some items
2. sneak past the guards
3. defeat some immortal guards",,,3min,,,,,,,,,
,secret doors,zoltans library,"1. protect the court
2. collect stuff in Zoltans Library
3. kill the portalmaster",,,7min,,,,,,,,,
,missing persons,dark wood,"1. investigate
2. kill cultists",,,4min,,,,,,,,,
,artful replacement,shassar sea,"1. find the list (3 locations random each time)
2. get 2 ingredients
3. replace the list",,,4-7min,,,,,,,,,
,hidden flame,shassar sea,"1. impersonate a sand scorpion
2. find the location of the stockpile
3. burn down the supplies",,,6min,,,,,,,,,
,[forgot the name],shassar sea,"1. Find Karitte
2. Collect stuff in Shassar Sea
3. Sneak past the guards
4. Escape the camp in under 2min		",,,6min,,,,,,,,,
,,,,,,,,,,,,,,,
,Dungeon Contracts,,,,,,,,,,,,,,
,These can be done solo or in a party. They usually take longer than Solo Contracts but you get to complete a dungeon while doing them,,,,,,,,,,,,,,
,You dont have to complete the full dungeon if you dont want to - you can exit it when you reached the objective to be faster,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,contract,zone,Mission,,,duration,,,,,,,,,
,The Captive Immortal,Dark Wood,"1. gather ingredients
2. coerce the bloodsworn
3. annihilate the immortal (forgotten tower)",,,10min,,,,,,,,,
,Ungovernable Impulses,Shassar Sea,"1. Save Quintus
2. Find Artifact (Tomb of Fahir)
3. Make the Swap",,,11min,,,,,,,,,
,The Hunt,Bilefen / Ashworld,"1. Interview the suspects
2. Authenticate their alibis (Mad Kings Breach)
3. Expose the traitor",,,8min,,,,,,,,,
,Runes and Ruins,Dark Wood,"1. Craft a trap of runic silver (Forgotten Tower)
2. Intercept the Immortals 
3. Escort the Caravan Master",,,10min,,,,,,,,,
,Shadow Broker,Dark Wood,"1. Find Ivan
2. Rescue Bartosz (Forgotten Tower)
3. Escort Bartosz",,,10min,,,,,,,,,
,Impossible Missions,Westmarch,"1. Complete Yasmeets 1st Challenge
2. Complete Yasmeets 2nd Challenge
3. Complete Yasmeets 3rd Challenge (Destructions End)",,,10min,,,,,,,,,
,Shady Business,Bilefen,"1. Eavesdrop on the barmaid
2. Autheticate the rumours (Temple of Namari)
3. Eliminate the traitor",,,10min,,,,,,,,,
,"Silencing the
Crimsonblade",Bilefen,"1. Speak to Wilmot
2. Infiltrate the Crimsonblade (Temple of Namari)
3. Destroy the letter",,,10min,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
